Codmundv_A;nomemun_A;Codmundv_B;nomemun_B;VAR01;VAR02;VAR03;VAR04
3148103;Patrocínio;3152105;Ponte Nova;1;1;2;453
3148301;Paula Cândido;3152105;Ponte Nova;1;1;2;52
3151800;Poços de Caldas;3152105;Ponte Nova;1;1;2;410
3100302;Abre Campo;3152006;Pompéu;1;1;2;285
3104007;Araxá;3152006;Pompéu;1;1;2;216
3106705;Betim;3152006;Pompéu;1;1;2;113
3125705;Felixlândia;3152006;Pompéu;1;1;2;52
3137205;Lagoa da Prata;3152006;Pompéu;1;1;2;108
3139706;Maravilhas;3152006;Pompéu;1;1;2;42
3143104;Monte Carmelo;3152006;Pompéu;1;1;2;276
3143302;Montes Claros;3152006;Pompéu;1;1;2;297
3143500;Morada Nova de Minas;3152006;Pompéu;1;1;2;87
3145208;Nova Serrana;3152006;Pompéu;1;1;2;72
3145901;Ouro Branco;3152006;Pompéu;1;1;2;195
3146404;Paineiras;3152006;Pompéu;1;1;2;72
3147402;Paraopeba;3152006;Pompéu;1;1;2;57
3151206;Pirapora;3152006;Pompéu;1;1;2;210
3137700;Lajinha;3151909;Pocrane;1;1;2;60
3139409;Manhuaçu;3151909;Pocrane;1;1;2;82
1100189;Pimenta Bueno;3151800;Poços de Caldas;1;1;2;1852
1302603;Manaus;3151800;Poços de Caldas;1;1;2;2461
1501303;Barcarena;3151800;Poços de Caldas;1;1;2;2251
1504208;Marabá;3151800;Poços de Caldas;1;1;2;1832
1505502;Paragominas;3151800;Poços de Caldas;1;1;2;2075
1721000;Palmas;3151800;Poços de Caldas;1;1;2;1276
2503209;Cabedelo;3151800;Poços de Caldas;1;1;2;2003
2602308;Bonito;3151800;Poços de Caldas;1;1;2;1826
2607752;Itapissuma;3151800;Poços de Caldas;1;1;2;1935
2927408;Salvador;3151800;Poços de Caldas;1;1;2;1268
2930709;Simões Filho;3151800;Poços de Caldas;1;1;2;1289
3101508;Além Paraíba;3151800;Poços de Caldas;1;1;2;396
3102100;Alto Rio Doce;3151800;Poços de Caldas;1;1;2;334
3102803;Andrelândia;3151800;Poços de Caldas;1;1;2;228
3106705;Betim;3151800;Poços de Caldas;1;1;2;314
3109501;Cabo Verde;3151800;Poços de Caldas;1;1;2;36
3110608;Cambuí;3151800;Poços de Caldas;1;1;2;105
3114402;Carmo do Rio Claro;3151800;Poços de Caldas;1;1;2;98
3114501;Carmópolis de Minas;3151800;Poços de Caldas;1;1;2;239
3117108;Conceição da Aparecida;3151800;Poços de Caldas;1;1;2;83
3122405;Divisa Nova;3151800;Poços de Caldas;1;1;2;46
3123601;Elói Mendes;3151800;Poços de Caldas;1;1;2;103
3124500;Estiva;3151800;Poços de Caldas;1;1;2;94
3128600;Guarda-Mor;3151800;Poços de Caldas;1;1;2;446
3129509;Ibiá;3151800;Poços de Caldas;1;1;2;258
3131307;Ipatinga;3151800;Poços de Caldas;1;1;2;483
3131505;Ipuiúna;3151800;Poços de Caldas;1;1;2;52
3139409;Manhuaçu;3151800;Poços de Caldas;1;1;2;491
3143005;Monte Belo;3151800;Poços de Caldas;1;1;2;52
3143401;Monte Sião;3151800;Poços de Caldas;1;1;2;74
3144102;Muzambinho;3151800;Poços de Caldas;1;1;2;44
3145109;Nova Resende;3151800;Poços de Caldas;1;1;2;72
3145802;Onça de Pitangui;3151800;Poços de Caldas;1;1;2;288
3147204;Paraguaçu;3151800;Poços de Caldas;1;1;2;87
3147907;Passos;3151800;Poços de Caldas;1;1;2;118
3148004;Patos de Minas;3151800;Poços de Caldas;1;1;2;353
3104007;Araxá;3151701;Poço Fundo;1;1;2;263
3104304;Areado;3151701;Poço Fundo;1;1;2;50
3106200;Belo Horizonte;3151701;Poço Fundo;1;1;2;292
3111606;Campos Gerais;3151701;Poço Fundo;1;1;2;64
3123601;Elói Mendes;3151701;Poço Fundo;1;1;2;45
3146008;Ouro Fino;3151701;Poço Fundo;1;1;2;70
3147204;Paraguaçu;3151701;Poço Fundo;1;1;2;35
3103504;Araguari;3151602;Planura;1;1;2;173
3104007;Araxá;3151602;Planura;1;1;2;193
3106200;Belo Horizonte;3151602;Planura;1;1;2;494
3111408;Campo Florido;3151602;Planura;1;1;2;44
3112604;Capinópolis;3151602;Planura;1;1;2;184
2913200;Ibotirama;3151503;Piumhi;1;1;2;959
3104007;Araxá;3151503;Piumhi;1;1;2;142
3107406;Bom Despacho;3151503;Piumhi;1;1;2;109
3109501;Cabo Verde;3151503;Piumhi;1;1;2;120
3110400;Camacho;3151503;Piumhi;1;1;2;86
3112000;Candeias;3151503;Piumhi;1;1;2;79
3123403;Doresópolis;3151503;Piumhi;1;1;2;21
3125101;Extrema;3151503;Piumhi;1;1;2;267
3130507;Ilicínea;3151503;Piumhi;1;1;2;53
3133808;Itaúna;3151503;Piumhi;1;1;2;149
3137601;Lagoa Santa;3151503;Piumhi;1;1;2;235
3139003;Machado;3151503;Piumhi;1;1;2;134
3145604;Oliveira;3151503;Piumhi;1;1;2;118
3100302;Abre Campo;3151404;Pitangui;1;1;2;262
3101003;Águas Vermelhas;3151404;Pitangui;1;1;2;559
3104007;Araxá;3151404;Pitangui;1;1;2;218
3109006;Brumadinho;3151404;Pitangui;1;1;2;89
3116605;Cláudio;3151404;Pitangui;1;1;2;88
3130200;Igaratinga;3151404;Pitangui;1;1;2;38
3130309;Iguatama;3151404;Pitangui;1;1;2;105
3137205;Lagoa da Prata;3151404;Pitangui;1;1;2;80
3138807;Luz;3151404;Pitangui;1;1;2;88
3139706;Maravilhas;3151404;Pitangui;1;1;2;26
3140704;Mateus Leme;3151404;Pitangui;1;1;2;60
3142403;Moema;3151404;Pitangui;1;1;2;60
3142700;Montalvânia;3151404;Pitangui;1;1;2;575
3143302;Montes Claros;3151404;Pitangui;1;1;2;340
3147402;Paraopeba;3151404;Pitangui;1;1;2;66
3149705;Perdigão;3151404;Pitangui;1;1;2;40
3149903;Perdões;3151404;Pitangui;1;1;2;160
3151206;Pirapora;3151404;Pitangui;1;1;2;258
3143906;Muriaé;3151305;Piraúba;1;1;2;75
2111300;São Luís;3151206;Pirapora;1;1;2;1638
2304400;Fortaleza;3151206;Pirapora;1;1;2;1638
2922003;Mucuri;3151206;Pirapora;1;1;2;574
3101003;Águas Vermelhas;3151206;Pirapora;1;1;2;405
3104007;Araxá;3151206;Pirapora;1;1;2;332
3106507;Berilo;3151206;Pirapora;1;1;2;263
3107307;Bocaiúva;3151206;Pirapora;1;1;2;117
3109204;Buenópolis;3151206;Pirapora;1;1;2;99
3111200;Campo Belo;3151206;Pirapora;1;1;2;397
3113404;Caratinga;3151206;Pirapora;1;1;2;400
3117504;Conceição do Mato Dentro;3151206;Pirapora;1;1;2;247
3118304;Conselheiro Lafaiete;3151206;Pirapora;1;1;2;387
3119401;Coronel Fabriciano;3151206;Pirapora;1;1;2;344
3124104;Esmeraldas;3151206;Pirapora;1;1;2;277
3126703;Francisco Sá;3151206;Pirapora;1;1;2;174
3129608;Ibiaí;3151206;Pirapora;1;1;2;52
3133303;Itaobim;3151206;Pirapora;1;1;2;365
3136520;José Gonçalves de Minas;3151206;Pirapora;1;1;2;249
3143104;Monte Carmelo;3151206;Pirapora;1;1;2;317
3143500;Morada Nova de Minas;3151206;Pirapora;1;1;2;147
3145455;Olhos-d'Água;3151206;Pirapora;1;1;2;143
3106903;Bicas;3151107;Pirapetinga;1;1;2;77
3124609;Estrela Dalva;3151107;Pirapetinga;1;1;2;15
3124906;Eugenópolis;3151107;Pirapetinga;1;1;2;64
3138401;Leopoldina;3151107;Pirapetinga;1;1;2;38
3106200;Belo Horizonte;3151008;Piranguinho;1;1;2;320
3108909;Brasópolis;3151008;Piranguinho;1;1;2;9
3115300;Cataguases;3150802;Piranga;1;1;2;100
3115409;Catas Altas da Noruega;3150802;Piranga;1;1;2;21
3118304;Conselheiro Lafaiete;3150802;Piranga;1;1;2;54
3106200;Belo Horizonte;3150703;Pirajuba;1;1;2;494
3111408;Campo Florido;3150703;Pirajuba;1;1;2;21
3115805;Centralina;3150703;Pirajuba;1;1;2;157
3116902;Comendador Gomes;3150703;Pirajuba;1;1;2;46
3117306;Conceição das Alagoas;3150703;Pirajuba;1;1;2;33
3104007;Araxá;3150604;Piracema;1;1;2;276
3114501;Carmópolis de Minas;3150604;Piracema;1;1;2;16
3147709;Passa Tempo;3150604;Piracema;1;1;2;16
3106200;Belo Horizonte;3150570;Pintópolis;1;1;2;444
3106200;Belo Horizonte;3150539;Pingo-d'Água;1;1;2;166
3106309;Belo Oriente;3150539;Pingo-d'Água;1;1;2;57
3107802;Bom Jesus do Galho;3150539;Pingo-d'Água;1;1;2;15
3113404;Caratinga;3150539;Pingo-d'Água;1;1;2;23
3131158;Ipaba;3150539;Pingo-d'Água;1;1;2;35
3131307;Ipatinga;3150539;Pingo-d'Água;1;1;2;32
3144359;Naque;3150539;Pingo-d'Água;1;1;2;56
3104007;Araxá;3150505;Pimenta;1;1;2;155
3122306;Divinópolis;3150505;Pimenta;1;1;2;102
3147105;Pará de Minas;3150505;Pimenta;1;1;2;141
3147709;Passa Tempo;3150505;Pimenta;1;1;2;137
3123908;Entre Rios de Minas;3150406;Piedade dos Gerais;1;1;2;28
3130101;Igarapé;3150406;Piedade dos Gerais;1;1;2;45
3106200;Belo Horizonte;3150307;Piedade do Rio Grande;1;1;2;175
3138203;Lavras;3150307;Piedade do Rio Grande;1;1;2;88
3142601;Monsenhor Paulo;3150307;Piedade do Rio Grande;1;1;2;143
3106200;Belo Horizonte;3150208;Piedade de Ponte Nova;1;1;2;135
3106200;Belo Horizonte;3150158;Piedade de Caratinga;1;1;2;200
3127701;Governador Valadares;3150158;Piedade de Caratinga;1;1;2;106
3119609;Coronel Pacheco;3150109;Piau;1;1;2;11
3127388;Goianá;3150109;Piau;1;1;2;13
3136702;Juiz de Fora;3150109;Piau;1;1;2;27
3106200;Belo Horizonte;3150000;Pescador;1;1;2;305
3110806;Campanário;3150000;Pescador;1;1;2;21
3144904;Nova Módica;3150000;Pescador;1;1;2;14
3106200;Belo Horizonte;3149952;Periquito;1;1;2;201
3131307;Ipatinga;3149952;Periquito;1;1;2;48
3104007;Araxá;3149903;Perdões;1;1;2;252
3105103;Bambuí;3149903;Perdões;1;1;2;150
3106705;Betim;3149903;Perdões;1;1;2;156
3108008;Bom Sucesso;3149903;Perdões;1;1;2;37
3111903;Cana Verde;3149903;Perdões;1;1;2;11
3112000;Candeias;3149903;Perdões;1;1;2;39
3118601;Contagem;3149903;Perdões;1;1;2;166
3119104;Corinto;3149903;Perdões;1;1;2;307
3123601;Elói Mendes;3149903;Perdões;1;1;2;76
3133501;Itapecerica;3149903;Perdões;1;1;2;67
3137205;Lagoa da Prata;3149903;Perdões;1;1;2;126
3137809;Lambari;3149903;Perdões;1;1;2;100
3143203;Monte Santo de Minas;3149903;Perdões;1;1;2;202
3147907;Passos;3149903;Perdões;1;1;2;164
2927408;Salvador;3149804;Perdizes;1;1;2;1152
3101904;Alpinópolis;3149804;Perdizes;1;1;2;193
3106200;Belo Horizonte;3149804;Perdizes;1;1;2;354
3124807;Estrela do Sul;3149804;Perdizes;1;1;2;79
3129509;Ibiá;3149804;Perdizes;1;1;2;80
3143104;Monte Carmelo;3149804;Perdizes;1;1;2;73
3148103;Patrocínio;3149804;Perdizes;1;1;2;55
3149200;Pedrinópolis;3149804;Perdizes;1;1;2;23
3104007;Araxá;3149705;Perdigão;1;1;2;199
3106200;Belo Horizonte;3149705;Perdigão;1;1;2;116
3137205;Lagoa da Prata;3149705;Perdigão;1;1;2;48
3140704;Mateus Leme;3149705;Perdigão;1;1;2;69
3147105;Pará de Minas;3149705;Perdigão;1;1;2;50
3139706;Maravilhas;3149606;Pequi;1;1;2;13
2923209;Oliveira dos Brejinhos;3149507;Pequeri;1;1;2;1053
3104403;Argirita;3149507;Pequeri;1;1;2;38
3106200;Belo Horizonte;3149507;Pequeri;1;1;2;232
3106903;Bicas;3149507;Pequeri;1;1;2;15
3119609;Coronel Pacheco;3149507;Pequeri;1;1;2;31
3128501;Guarará;3149507;Pequeri;1;1;2;14
1400100;Boa Vista;3149309;Pedro Leopoldo;1;1;2;3002
1504208;Marabá;3149309;Pedro Leopoldo;1;1;2;1657
1505536;Parauapebas;3149309;Pedro Leopoldo;1;1;2;1616
2607208;Ipojuca;3149309;Pedro Leopoldo;1;1;2;1544
2607901;Jaboatão dos Guararapes;3149309;Pedro Leopoldo;1;1;2;1571
2612505;Santa Cruz do Capibaribe;3149309;Pedro Leopoldo;1;1;2;1519
2910727;Eunápolis;3149309;Pedro Leopoldo;1;1;2;587
2910800;Feira de Santana;3149309;Pedro Leopoldo;1;1;2;965
3102308;Alvinópolis;3149309;Pedro Leopoldo;1;1;2;120
3105400;Barão de Cocais;3149309;Pedro Leopoldo;1;1;2;68
3105608;Barbacena;3149309;Pedro Leopoldo;1;1;2;178
3110004;Caeté;3149309;Pedro Leopoldo;1;1;2;51
3118304;Conselheiro Lafaiete;3149309;Pedro Leopoldo;1;1;2;119
3127701;Governador Valadares;3149309;Pedro Leopoldo;1;1;2;235
3129806;Ibirité;3149309;Pedro Leopoldo;1;1;2;45
3131000;Inhaúma;3149309;Pedro Leopoldo;1;1;2;37
3136702;Juiz de Fora;3149309;Pedro Leopoldo;1;1;2;249
3138203;Lavras;3149309;Pedro Leopoldo;1;1;2;205
3140803;Matias Barbosa;3149309;Pedro Leopoldo;1;1;2;262
3143500;Morada Nova de Minas;3149309;Pedro Leopoldo;1;1;2;181
3104007;Araxá;3149200;Pedrinópolis;1;1;2;67
3106200;Belo Horizonte;3149200;Pedrinópolis;1;1;2;374
3132107;Itacarambi;3149150;Pedras de Maria da Cruz;1;1;2;63
3143302;Montes Claros;3149150;Pedras de Maria da Cruz;1;1;2;136
3106200;Belo Horizonte;3149101;Pedralva;1;1;2;301
3132404;Itajubá;3149101;Pedralva;1;1;2;19
3139904;Maria da Fé;3149101;Pedralva;1;1;2;12
3144409;Natércia;3149101;Pedralva;1;1;2;14
3103108;Antônio Prado de Minas;3149002;Pedra Dourada;1;1;2;21
3106200;Belo Horizonte;3149002;Pedra Dourada;1;1;2;216
3106200;Belo Horizonte;3148905;Pedra do Indaiá;1;1;2;134
3147105;Pará de Minas;3148905;Pedra do Indaiá;1;1;2;76
3106200;Belo Horizonte;3148806;Pedra do Anta;1;1;2;153
3136702;Juiz de Fora;3148806;Pedra do Anta;1;1;2;144
3100906;Águas Formosas;3148707;Pedra Azul;1;1;2;121
3102704;Cachoeira de Pajeú;3148707;Pedra Azul;1;1;2;24
3103405;Araçuaí;3148707;Pedra Azul;1;1;2;122
3104007;Araxá;3148707;Pedra Azul;1;1;2;726
3118601;Contagem;3148707;Pedra Azul;1;1;2;524
3120870;Curral de Dentro;3148707;Pedra Azul;1;1;2;60
3133501;Itapecerica;3148707;Pedra Azul;1;1;2;642
3136009;Joaíma;3148707;Pedra Azul;1;1;2;71
3106309;Belo Oriente;3148608;Peçanha;1;1;2;75
3119203;Coroaci;3148608;Peçanha;1;1;2;30
3127701;Governador Valadares;3148608;Peçanha;1;1;2;67
3131307;Ipatinga;3148608;Peçanha;1;1;2;102
3131703;Itabira;3148608;Peçanha;1;1;2;140
3113701;Carlos Chagas;3148509;Pavão;1;1;2;42
3127701;Governador Valadares;3148509;Pavão;1;1;2;184
3144300;Nanuque;3148509;Pavão;1;1;2;86
3106200;Belo Horizonte;3148400;Paulistas;1;1;2;201
3106309;Belo Oriente;3148400;Paulistas;1;1;2;97
3128006;Guanhães;3148400;Paulistas;1;1;2;35
3106200;Belo Horizonte;3148301;Paula Cândido;1;1;2;150
3105509;Barão de Monte Alto;3148202;Patrocínio do Muriaé;1;1;2;10
3106200;Belo Horizonte;3148202;Patrocínio do Muriaé;1;1;2;229
2106607;Matões;3148103;Patrocínio;1;1;2;1535
2211001;Teresina;3148103;Patrocínio;1;1;2;1592
3100104;Abadia dos Dourados;3148103;Patrocínio;1;1;2;68
3109402;Buritizeiro;3148103;Patrocínio;1;1;2;274
3111507;Campos Altos;3148103;Patrocínio;1;1;2;119
3114303;Carmo do Paranaíba;3148103;Patrocínio;1;1;2;66
3126109;Formiga;3148103;Patrocínio;1;1;2;235
3133808;Itaúna;3148103;Patrocínio;1;1;2;283
3134202;Ituiutaba;3148103;Patrocínio;1;1;2;261
3137502;Lagoa Formosa;3148103;Patrocínio;1;1;2;63
3140001;Mariana;3148103;Patrocínio;1;1;2;409
3143302;Montes Claros;3148103;Patrocínio;1;1;2;407
3147907;Passos;3148103;Patrocínio;1;1;2;198
1302603;Manaus;3148004;Patos de Minas;1;1;2;2202
1500503;Almeirim;3148004;Patos de Minas;1;1;2;1989
1502400;Castanhal;3148004;Patos de Minas;1;1;2;1917
1502939;Dom Eliseu;3148004;Patos de Minas;1;1;2;1581
1701002;Ananás;3148004;Patos de Minas;1;1;2;1360
1703701;Brejinho de Nazaré;3148004;Patos de Minas;1;1;2;864
1708205;Formoso do Araguaia;3148004;Patos de Minas;1;1;2;814
1714203;Natividade;3148004;Patos de Minas;1;1;2;769
2102804;Carolina;3148004;Patos de Minas;1;1;2;1244
2104800;Grajaú;3148004;Patos de Minas;1;1;2;1413
2105302;Imperatriz;3148004;Patos de Minas;1;1;2;1449
2109007;Porto Franco;3148004;Patos de Minas;1;1;2;1355
2111300;São Luís;3148004;Patos de Minas;1;1;2;1790
2304400;Fortaleza;3148004;Patos de Minas;1;1;2;1830
2408003;Mossoró;3148004;Patos de Minas;1;1;2;1755
2803609;Laranjeiras;3148004;Patos de Minas;1;1;2;1294
2919553;Luís Eduardo magalhães;3148004;Patos de Minas;1;1;2;720
3101607;Alfenas;3148004;Patos de Minas;1;1;2;318
3103801;Arapuá;3148004;Patos de Minas;1;1;2;62
3106705;Betim;3148004;Patos de Minas;1;1;2;289
3107505;Bom Jardim de Minas;3148004;Patos de Minas;1;1;2;447
3111507;Campos Altos;3148004;Patos de Minas;1;1;2;129
3122306;Divinópolis;3148004;Patos de Minas;1;1;2;245
3124807;Estrela do Sul;3148004;Patos de Minas;1;1;2;127
3126307;Fortaleza de Minas;3148004;Patos de Minas;1;1;2;253
3131703;Itabira;3148004;Patos de Minas;1;1;2;364
3134202;Ituiutaba;3148004;Patos de Minas;1;1;2;315
3136207;João Monlevade;3148004;Patos de Minas;1;1;2;378
3136702;Juiz de Fora;3148004;Patos de Minas;1;1;2;488
3138807;Luz;3148004;Patos de Minas;1;1;2;160
3139409;Manhuaçu;3148004;Patos de Minas;1;1;2;506
3141207;Matutina;3148004;Patos de Minas;1;1;2;91
3145901;Ouro Branco;3148004;Patos de Minas;1;1;2;368
3146404;Paineiras;3148004;Patos de Minas;1;1;2;109
3147105;Pará de Minas;3148004;Patos de Minas;1;1;2;245
3147907;Passos;3148004;Patos de Minas;1;1;2;236
3106200;Belo Horizonte;3147956;Patis;1;1;2;423
3138658;Lontra;3147956;Patis;1;1;2;31
3142007;Mirabela;3147956;Patis;1;1;2;22
3143302;Montes Claros;3147956;Patis;1;1;2;76
3104205;Arcos;3147907;Passos;1;1;2;122
3104908;Baependi;3147907;Passos;1;1;2;229
3110509;Camanducaia;3147907;Passos;1;1;2;233
3110905;Campanha;3147907;Passos;1;1;2;179
3115102;Cássia;3147907;Passos;1;1;2;34
3117108;Conceição da Aparecida;3147907;Passos;1;1;2;62
3121209;Delfinópolis;3147907;Passos;1;1;2;46
3123601;Elói Mendes;3147907;Passos;1;1;2;150
3126307;Fortaleza de Minas;3147907;Passos;1;1;2;21
3127107;Frutal;3147907;Passos;1;1;2;253
3127701;Governador Valadares;3147907;Passos;1;1;2;525
3131703;Itabira;3147907;Passos;1;1;2;371
3132404;Itajubá;3147907;Passos;1;1;2;225
3134806;Jacuí;3147907;Passos;1;1;2;37
3143203;Monte Santo de Minas;3147907;Passos;1;1;2;68
3145604;Oliveira;3147907;Passos;1;1;2;184
2909307;Correntina;3147709;Passa Tempo;1;1;2;809
3102803;Andrelândia;3147709;Passa Tempo;1;1;2;120
3104007;Araxá;3147709;Passa Tempo;1;1;2;281
3115201;Conceição da Barra de Minas;3147709;Passa Tempo;1;1;2;53
3122306;Divinópolis;3147709;Passa Tempo;1;1;2;68
3132206;Itaguara;3147709;Passa Tempo;1;1;2;29
3145604;Oliveira;3147709;Passa Tempo;1;1;2;38
3123601;Elói Mendes;3147600;Passa Quatro;1;1;2;106
1504208;Marabá;3147402;Paraopeba;1;1;2;1611
2111300;São Luís;3147402;Paraopeba;1;1;2;1851
2301000;Aquiraz;3147402;Paraopeba;1;1;2;1806
3103207;Araçaí;3147402;Paraopeba;1;1;2;17
3104007;Araxá;3147402;Paraopeba;1;1;2;271
3109600;Cachoeira da Prata;3147402;Paraopeba;1;1;2;29
3117504;Conceição do Mato Dentro;3147402;Paraopeba;1;1;2;106
3118601;Contagem;3147402;Paraopeba;1;1;2;79
3118809;Coração de Jesus;3147402;Paraopeba;1;1;2;285
3119104;Corinto;3147402;Paraopeba;1;1;2;99
3122306;Divinópolis;3147402;Paraopeba;1;1;2;112
3131000;Inhaúma;3147402;Paraopeba;1;1;2;25
3131703;Itabira;3147402;Paraopeba;1;1;2;128
3136207;João Monlevade;3147402;Paraopeba;1;1;2;142
3137304;Lagoa dos Patos;3147402;Paraopeba;1;1;2;254
3140506;Martinho Campos;3147402;Paraopeba;1;1;2;88
3141108;Matozinhos;3147402;Paraopeba;1;1;2;46
3147105;Pará de Minas;3147402;Paraopeba;1;1;2;69
3101607;Alfenas;3147303;Paraisópolis;1;1;2;129
3104007;Araxá;3147303;Paraisópolis;1;1;2;349
3110509;Camanducaia;3147303;Paraisópolis;1;1;2;44
3110608;Cambuí;3147303;Paraisópolis;1;1;2;31
3118601;Contagem;3147303;Paraisópolis;1;1;2;339
3145901;Ouro Branco;3147303;Paraisópolis;1;1;2;310
2901106;Amélia Rodrigues;3147204;Paraguaçu;1;1;2;1233
3102001;Alterosa;3147204;Paraguaçu;1;1;2;53
3104007;Araxá;3147204;Paraguaçu;1;1;2;250
3107109;Boa Esperança;3147204;Paraguaçu;1;1;2;54
3108008;Bom Sucesso;3147204;Paraguaçu;1;1;2;116
3111002;Campestre;3147204;Paraguaçu;1;1;2;56
3111606;Campos Gerais;3147204;Paraguaçu;1;1;2;35
3114402;Carmo do Rio Claro;3147204;Paraguaçu;1;1;2;74
3119005;Cordislândia;3147204;Paraguaçu;1;1;2;28
3143005;Monte Belo;3147204;Paraguaçu;1;1;2;70
3143203;Monte Santo de Minas;3147204;Paraguaçu;1;1;2;141
3144102;Muzambinho;3147204;Paraguaçu;1;1;2;84
3103504;Araguari;3147105;Pará de Minas;1;1;2;398
3104205;Arcos;3147105;Pará de Minas;1;1;2;109
3104809;Augusto de Lima;3147105;Pará de Minas;1;1;2;197
3105608;Barbacena;3147105;Pará de Minas;1;1;2;172
3106705;Betim;3147105;Pará de Minas;1;1;2;46
3107000;Biquinhas;3147105;Pará de Minas;1;1;2;150
3107109;Boa Esperança;3147105;Pará de Minas;1;1;2;169
3111606;Campos Gerais;3147105;Pará de Minas;1;1;2;194
3113404;Caratinga;3147105;Pará de Minas;1;1;2;253
3113503;Carbonita;3147105;Pará de Minas;1;1;2;307
3116704;Coimbra;3147105;Pará de Minas;1;1;2;221
3117603;Conceição do Pará;3147105;Pará de Minas;1;1;2;31
3120904;Curvelo;3147105;Pará de Minas;1;1;2;122
3124708;Estrela do Indaiá;3147105;Pará de Minas;1;1;2;128
3126109;Formiga;3147105;Pará de Minas;1;1;2;108
3130101;Igarapé;3147105;Pará de Minas;1;1;2;39
3131703;Itabira;3147105;Pará de Minas;1;1;2;146
3135605;Jequitaí;3147105;Pará de Minas;1;1;2;295
3136652;Juatuba;3147105;Pará de Minas;1;1;2;31
3138302;Leandro Ferreira;3147105;Pará de Minas;1;1;2;45
3138807;Luz;3147105;Pará de Minas;1;1;2;113
3143104;Monte Carmelo;3147105;Pará de Minas;1;1;2;326
3143302;Montes Claros;3147105;Pará de Minas;1;1;2;354
3145604;Oliveira;3147105;Pará de Minas;1;1;2;97
3146404;Paineiras;3147105;Pará de Minas;1;1;2;142
2101608;Barra do Corda;3147006;Paracatu;1;1;2;1308
2909802;Cruz das Almas;3147006;Paracatu;1;1;2;967
3103504;Araguari;3147006;Paracatu;1;1;2;208
3104502;Arinos;3147006;Paracatu;1;1;2;169
3106705;Betim;3147006;Paracatu;1;1;2;421
3108552;Brasilândia de Minas;3147006;Paracatu;1;1;2;101
3109303;Buritis;3147006;Paracatu;1;1;2;185
3109402;Buritizeiro;3147006;Paracatu;1;1;2;208
3111101;Campina Verde;3147006;Paracatu;1;1;2;373
3114303;Carmo do Paranaíba;3147006;Paracatu;1;1;2;206
3119302;Coromandel;3147006;Paracatu;1;1;2;140
3122306;Divinópolis;3147006;Paracatu;1;1;2;391
3129509;Ibiá;3147006;Paracatu;1;1;2;248
3131901;Itabirito;3147006;Paracatu;1;1;2;473
3137536;Lagoa Grande;3147006;Paracatu;1;1;2;80
3143104;Monte Carmelo;3147006;Paracatu;1;1;2;177
2205516;Juazeiro do Piauí;3146909;Papagaios;1;1;2;1609
3100203;Abaeté;3146909;Papagaios;1;1;2;81
3104007;Araxá;3146909;Papagaios;1;1;2;232
3104908;Baependi;3146909;Papagaios;1;1;2;277
3106200;Belo Horizonte;3146909;Papagaios;1;1;2;95
3126406;Fortuna de Minas;3146909;Papagaios;1;1;2;32
3127602;Gouveia;3146909;Papagaios;1;1;2;153
3135605;Jequitaí;3146909;Papagaios;1;1;2;252
3136306;João Pinheiro;3146909;Papagaios;1;1;2;242
3137536;Lagoa Grande;3146909;Papagaios;1;1;2;257
3143609;Morro da Garça;3146909;Papagaios;1;1;2;101
3138005;Laranjal;3146701;Palma;1;1;2;17
3115474;Catuti;3146552;Pai Pedro;1;1;2;19
2902807;Barra da Estiva;3146503;Pains;1;1;2;869
3104007;Araxá;3146503;Pains;1;1;2;160
3106200;Belo Horizonte;3146503;Pains;1;1;2;183
3112802;Capitólio;3146503;Pains;1;1;2;49
3119955;Córrego Fundo;3146503;Pains;1;1;2;14
3122306;Divinópolis;3146503;Pains;1;1;2;84
3130309;Iguatama;3146503;Pains;1;1;2;22
3106200;Belo Horizonte;3146404;Paineiras;1;1;2;197
3107000;Biquinhas;3146404;Paineiras;1;1;2;14
3120904;Curvelo;3146404;Paineiras;1;1;2;112
3133808;Itaúna;3146404;Paineiras;1;1;2;166
3143500;Morada Nova de Minas;3146404;Paineiras;1;1;2;40
3104007;Araxá;3146305;Padre Paraíso;1;1;2;643
3104700;Ataléia;3146305;Padre Paraíso;1;1;2;116
3106200;Belo Horizonte;3146305;Padre Paraíso;1;1;2;408
3112307;Capelinha;3146305;Padre Paraíso;1;1;2;125
3113701;Carlos Chagas;3146305;Padre Paraíso;1;1;2;108
3133303;Itaobim;3146305;Padre Paraíso;1;1;2;58
3106200;Belo Horizonte;3146255;Padre Carvalho;1;1;2;422
3109402;Buritizeiro;3146255;Padre Carvalho;1;1;2;286
3106200;Belo Horizonte;3146206;Ouro Verde de Minas;1;1;2;352
3113701;Carlos Chagas;3146206;Ouro Verde de Minas;1;1;2;65
3126802;Frei Gaspar;3146206;Ouro Verde de Minas;1;1;2;19
1502152;Canaã dos Carajás;3146107;Ouro Preto;1;1;2;1664
1505536;Parauapebas;3146107;Ouro Preto;1;1;2;1713
2111532;São Pedro da Água Branca;3146107;Ouro Preto;1;1;2;1758
2930709;Simões Filho;3146107;Ouro Preto;1;1;2;991
3104007;Araxá;3146107;Ouro Preto;1;1;2;365
3105608;Barbacena;3146107;Ouro Preto;1;1;2;95
3107802;Bom Jesus do Galho;3146107;Ouro Preto;1;1;2;141
3115359;Catas Altas;3146107;Ouro Preto;1;1;2;36
